,Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,label
1083,1084,1,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,6,F,call,5,5,1,7,5,2
1084,1085,0,Detractor,N,4,2,Married,Tier2,Card,5,M,call,7,2,1,10,6,2
1085,1086,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,2,F,call,7,9,10,6,8,0
1086,1087,9,Promoter,Y,4,9,Married,Tier1,Cash,9,M,m-comm,9,9,4,3,8,1
1087,1088,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,5,F,call,2,9,1,8,4,0
1088,1089,7,Passives,N,4,4,Married,Tier3,Card,3,M,call,4,6,5,6,1,0
1089,1090,4,Detractor,N,4,8,Not Married,Tier1,e-Wallet,7,F,call,8,1,2,5,2,2
1090,1091,9,Promoter,Y,4,9,Married,Tier1,Cash,7,M,m-comm,8,3,2,7,8,1
1091,1092,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,3,F,call,5,10,6,10,8,0
1092,1093,0,Detractor,N,4,3,Married,Tier1,Card,4,M,call,8,1,6,5,4,2
1093,1094,3,Detractor,N,4,10,Not Married,Tier2,e-Wallet,6,F,call,1,7,5,9,1,0
1094,1095,7,Passives,N,4,5,Married,Tier3,Cash,6,M,call,4,3,2,6,9,1
1095,1096,10,Promoter,N,4,7,Married,Tier2,Ziggy Credit,5,F,m-comm,6,5,8,2,7,1
1096,1097,4,Detractor,N,4,10,Married,Tier2,Card,7,M,call,8,2,1,6,3,2
1097,1098,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,7,F,call,8,6,2,10,9,1
1098,1099,6,Detractor,N,4,9,Married,Tier1,Cash,7,M,call,7,2,4,4,4,2
1099,1100,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,10,F,m-comm,8,3,8,8,9,1
1100,1101,7,Passives,N,4,1,Married,Tier3,Card,2,M,call,7,5,2,2,5,2
1101,1102,8,Passives,N,4,9,Not Married,Tier1,e-Wallet,6,F,e-comm,1,5,3,4,7,1
1102,1103,8,Passives,Y,4,5,Married,Tier2,Cash,3,M,m-comm,6,8,6,6,9,1
1103,1104,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,6,F,call,8,10,4,6,10,1
1104,1105,1,Detractor,N,4,6,Married,Tier1,Card,4,M,call,2,2,4,1,3,2
1105,1106,9,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,8,4,7,8,7,1
1106,1107,9,Promoter,Y,4,7,Married,Tier1,Cash,10,M,m-comm,1,10,10,5,9,1
1107,1108,8,Passives,N,4,2,Not Married,Tier1,Ziggy Credit,1,F,e-comm,1,9,1,2,9,1
1108,1109,6,Detractor,N,4,6,Married,Tier2,Card,3,M,call,2,4,2,3,4,2
1109,1110,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,5,F,call,7,5,8,1,8,1
1110,1111,4,Detractor,N,4,10,Married,Tier1,Cash,1,M,call,10,6,7,6,2,0
1111,1112,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,10,F,m-comm,10,6,3,9,10,1
1112,1113,7,Passives,N,4,9,Married,Tier3,Card,2,M,call,8,3,2,1,9,1
1113,1114,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,5,3,10,8,9,1
1114,1115,2,Detractor,N,4,8,Married,Tier2,Cash,1,M,call,2,8,5,6,6,0
1115,1116,8,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,1,F,call,6,6,1,7,7,1
1116,1117,6,Detractor,N,4,7,Married,Tier1,Card,1,M,call,8,9,6,10,5,0
1117,1118,1,Detractor,N,4,4,Not Married,Tier2,e-Wallet,3,F,call,4,8,8,3,3,0
1118,1119,7,Passives,N,4,6,Married,Tier3,Cash,3,M,call,4,6,2,3,1,0
1119,1120,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,2,F,call,5,7,4,3,2,0
1120,1121,0,Detractor,N,4,7,Married,Tier2,Card,2,M,call,8,1,7,6,5,2
1121,1122,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,1,F,call,6,9,1,5,4,0
1122,1123,8,Passives,Y,4,10,Married,Tier1,Cash,4,M,e-comm,2,5,4,5,3,0
1123,1124,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,10,F,m-comm,5,8,5,5,8,1
1124,1125,7,Passives,N,4,2,Married,Tier3,Card,7,M,call,8,10,3,8,2,0
1125,1126,6,Detractor,N,4,9,Not Married,Tier1,e-Wallet,6,F,call,7,1,9,9,6,2
1126,1127,8,Passives,Y,4,3,Married,Tier2,Cash,4,M,m-comm,7,2,10,3,7,1
1127,1128,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,4,F,call,8,7,10,7,2,0
1128,1129,7,Passives,Y,4,8,Married,Tier1,Card,4,M,e-comm,8,4,6,7,8,1
1129,1130,5,Detractor,N,4,8,Not Married,Tier2,e-Wallet,1,F,call,7,6,5,7,4,0
1130,1131,7,Passives,N,4,8,Married,Tier3,Cash,6,M,call,4,9,7,7,3,0
1131,1132,4,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,3,F,call,10,9,9,3,3,0
1132,1133,1,Detractor,N,4,3,Married,Tier2,Card,3,M,call,3,9,2,10,1,0
1133,1134,9,Promoter,N,4,7,Married,Tier1,e-Wallet,5,F,m-comm,6,5,8,10,10,1
1134,1135,3,Detractor,N,4,4,Married,Tier1,Cash,2,M,call,3,4,5,8,4,2
1135,1136,5,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,7,F,call,5,6,8,8,3,0
1136,1137,7,Passives,N,4,7,Married,Tier3,Card,1,M,call,8,8,7,4,4,0
1137,1138,1,Detractor,N,4,9,Not Married,Tier1,e-Wallet,4,F,call,5,4,1,10,4,2
1138,1139,9,Promoter,Y,4,6,Married,Tier1,Cash,9,M,m-comm,1,4,6,6,9,1
1139,1140,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,5,2,2,1,7,1
1140,1141,3,Detractor,N,4,3,Married,Tier1,Card,5,M,call,3,6,6,1,1,0
1141,1142,0,Detractor,N,4,4,Not Married,Tier2,e-Wallet,7,F,call,3,9,5,9,1,0
1142,1143,8,Passives,Y,4,8,Married,Tier3,Cash,4,M,call,4,4,10,2,8,1
1143,1144,4,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,6,F,call,8,9,9,6,4,0
1144,1145,5,Detractor,N,4,6,Married,Tier2,Card,1,M,call,5,3,9,7,6,2
1145,1146,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,2,F,call,7,10,4,1,1,0
1146,1147,1,Detractor,N,4,1,Married,Tier1,Cash,2,M,call,1,1,6,10,6,2
1147,1148,5,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,3,F,call,10,3,8,5,4,2
1148,1149,7,Passives,N,4,7,Married,Tier3,Card,3,M,call,8,2,2,1,8,1
1149,1150,1,Detractor,N,4,6,Not Married,Tier1,e-Wallet,6,F,call,8,3,10,3,2,2
1150,1151,5,Detractor,N,4,2,Married,Tier2,Cash,6,M,call,2,1,2,1,2,2
1151,1152,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,3,7,3,2,9,1
1152,1153,10,Promoter,Y,4,9,Married,Tier1,Card,6,M,m-comm,6,8,1,5,10,1
1153,1154,1,Detractor,N,4,1,Not Married,Tier2,e-Wallet,7,F,call,9,8,5,10,6,0
1154,1155,7,Passives,N,4,4,Married,Tier3,Cash,6,M,call,6,1,9,5,7,2
1155,1156,1,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,1,F,call,7,10,3,1,3,0
1156,1157,4,Detractor,N,4,7,Married,Tier2,Card,5,M,call,4,5,4,4,5,2
1157,1158,10,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,9,3,1,8,8,1
1158,1159,3,Detractor,N,4,1,Married,Tier1,Cash,1,M,call,10,7,5,10,4,0
1159,1160,5,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,call,5,4,10,1,4,2
1160,1161,7,Passives,N,4,3,Married,Tier3,Card,3,M,call,7,8,5,6,9,1
1161,1162,2,Detractor,N,4,8,Not Married,Tier1,e-Wallet,1,F,call,10,5,9,2,6,2
1162,1163,6,Detractor,N,4,5,Married,Tier2,Cash,1,M,call,8,1,9,7,1,2
1163,1164,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,4,F,call,7,2,5,5,2,2
1164,1165,8,Passives,Y,4,8,Married,Tier1,Card,5,M,e-comm,6,1,10,9,8,1
1165,1166,7,Passives,N,4,1,Not Married,Tier2,e-Wallet,4,F,m-comm,8,3,10,1,4,2
1166,1167,7,Passives,N,4,1,Married,Tier3,Cash,3,M,call,7,3,10,2,4,2
1167,1168,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,10,F,m-comm,7,8,5,7,9,1
1168,1169,9,Promoter,Y,4,3,Married,Tier1,Card,5,M,m-comm,8,9,5,10,10,1
1169,1170,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,2,F,call,4,3,10,2,4,2
1170,1171,5,Detractor,N,4,7,Married,Tier1,Cash,2,M,call,1,7,7,6,2,0
1171,1172,5,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,6,F,call,9,6,2,8,5,0
1172,1173,7,Passives,N,4,2,Married,Tier3,Card,1,M,call,4,10,7,2,5,0
1173,1174,3,Detractor,N,4,9,Not Married,Tier1,e-Wallet,7,F,call,8,2,10,6,6,2
1174,1175,7,Passives,Y,4,7,Married,Tier2,Cash,3,M,m-comm,3,10,7,5,7,0
1175,1176,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,5,F,call,7,3,3,3,10,1
1176,1177,9,Promoter,Y,4,4,Married,Tier1,Card,10,M,m-comm,6,2,2,3,9,1
1177,1178,4,Detractor,N,4,5,Not Married,Tier2,e-Wallet,5,F,call,9,2,1,9,2,2
1178,1179,7,Passives,N,4,8,Married,Tier3,Cash,5,M,call,6,7,1,5,1,0
1179,1180,0,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,1,F,call,9,10,8,3,2,0
1180,1181,4,Detractor,N,4,1,Married,Tier2,Card,6,M,call,7,4,3,10,4,2
1181,1182,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,5,F,call,7,10,6,2,3,0
1182,1183,1,Detractor,N,4,2,Married,Tier1,Cash,1,M,call,6,5,5,8,5,2
1183,1184,7,Passives,N,4,8,Not Married,Tier2,Ziggy Credit,7,F,m-comm,6,7,2,1,7,1
1184,1185,9,Promoter,Y,4,1,Married,Tier1,Card,9,M,m-comm,9,7,1,3,8,1
1185,1186,5,Detractor,N,4,4,Not Married,Tier1,e-Wallet,6,F,call,2,5,1,10,2,2
1186,1187,2,Detractor,N,4,8,Married,Tier2,Cash,3,M,call,1,10,2,6,1,0
1187,1188,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,5,F,call,5,9,4,6,3,0
1188,1189,2,Detractor,N,4,3,Married,Tier1,Card,4,M,call,9,5,4,6,6,2
1189,1190,7,Passives,N,4,6,Not Married,Tier2,e-Wallet,7,F,m-comm,5,2,3,2,4,2
1190,1191,7,Passives,N,4,3,Married,Tier3,Cash,6,M,call,8,4,2,5,6,1
1191,1192,5,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,call,2,5,9,1,1,0
1192,1193,6,Detractor,N,4,1,Married,Tier2,Card,4,M,call,3,4,9,6,6,2
1193,1194,9,Promoter,N,4,7,Married,Tier1,e-Wallet,5,F,m-comm,8,4,3,6,7,1
1194,1195,5,Detractor,N,4,2,Married,Tier1,Cash,5,M,call,1,10,9,5,6,0
1195,1196,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,8,F,m-comm,3,2,3,3,7,1
1196,1197,7,Passives,N,4,9,Married,Tier3,Card,5,M,call,4,5,4,1,2,0
1197,1198,9,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,3,3,9,9,9,1
1198,1199,6,Detractor,N,4,7,Married,Tier2,Cash,6,M,call,8,6,10,10,2,0
1199,1200,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,1,F,call,7,7,6,10,8,1
1200,1201,7,Passives,Y,4,10,Married,Tier1,Card,3,M,e-comm,4,2,2,1,8,1
1201,1202,7,Passives,N,4,10,Not Married,Tier2,e-Wallet,3,F,m-comm,4,2,6,7,6,2
1202,1203,7,Passives,N,4,4,Married,Tier3,Cash,2,M,call,6,10,10,6,9,1
1203,1204,3,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,6,F,call,1,10,10,10,2,0
1204,1205,4,Detractor,N,4,7,Married,Tier2,Card,4,M,call,4,1,9,4,2,2
1205,1206,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,2,F,call,4,1,8,4,5,2
1206,1207,0,Detractor,N,4,8,Married,Tier1,Cash,5,M,call,7,6,9,4,5,0
1207,1208,4,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,7,F,call,6,3,8,4,1,2
1208,1209,7,Passives,N,4,10,Married,Tier3,Card,2,M,call,7,3,7,1,9,1
1209,1210,10,Promoter,N,4,7,Married,Tier1,e-Wallet,6,F,m-comm,2,10,6,10,10,1
1210,1211,4,Detractor,N,4,2,Married,Tier2,Cash,6,M,call,7,6,1,2,3,0
1211,1212,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,7,F,call,5,2,8,8,6,2
1212,1213,0,Detractor,N,4,5,Married,Tier1,Card,7,M,call,5,8,8,9,5,0
1213,1214,2,Detractor,N,4,7,Not Married,Tier2,e-Wallet,6,F,call,2,8,4,6,2,0
1214,1215,7,Passives,N,4,1,Married,Tier3,Cash,3,M,call,4,5,4,5,3,2
1215,1216,1,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,3,F,call,7,1,9,9,5,2
1216,1217,3,Detractor,N,4,10,Married,Tier2,Card,2,M,call,7,8,4,7,2,0
1217,1218,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,3,F,call,7,4,9,2,10,1
1218,1219,8,Passives,Y,4,4,Married,Tier1,Cash,4,M,e-comm,9,8,6,1,1,0
1219,1220,5,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,4,F,call,3,10,7,1,2,0
1220,1221,10,Promoter,Y,4,2,Married,Tier1,Card,8,M,m-comm,10,1,8,6,9,1
1221,1222,8,Passives,N,4,8,Not Married,Tier1,e-Wallet,3,F,e-comm,7,1,5,4,4,2
1222,1223,4,Detractor,N,4,9,Married,Tier2,Cash,1,M,call,2,6,7,6,5,0
1223,1224,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,2,F,call,4,5,2,6,5,0
1224,1225,4,Detractor,N,4,10,Married,Tier1,Card,5,M,call,3,5,2,6,5,2
1225,1226,0,Detractor,N,4,9,Not Married,Tier2,e-Wallet,5,F,call,10,7,1,6,5,0
1226,1227,7,Passives,N,4,6,Married,Tier3,Cash,6,M,call,6,1,2,9,10,1
1227,1228,6,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,6,F,call,9,1,8,1,5,2
1228,1229,0,Detractor,N,4,8,Married,Tier2,Card,2,M,call,4,1,7,3,6,2
1229,1230,8,Passives,N,4,8,Not Married,Tier3,e-Wallet,3,F,call,6,5,1,7,10,1
1230,1231,7,Passives,Y,4,2,Married,Tier1,Cash,5,M,e-comm,10,3,5,8,6,2
1231,1232,5,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,call,6,6,4,7,3,0
1232,1233,8,Passives,Y,4,1,Married,Tier3,Card,3,M,call,6,7,8,3,2,0
1233,1234,2,Detractor,N,4,2,Not Married,Tier1,e-Wallet,4,F,call,10,3,7,7,6,2
1234,1235,2,Detractor,N,4,2,Married,Tier2,Cash,6,M,call,1,8,7,5,4,0
1235,1236,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,6,F,call,8,2,4,4,3,2
1236,1237,9,Promoter,Y,4,4,Married,Tier1,Card,10,M,m-comm,10,4,5,4,9,1
1237,1238,6,Detractor,N,4,9,Not Married,Tier2,e-Wallet,1,F,call,5,7,10,9,2,0
1238,1239,8,Passives,Y,4,7,Married,Tier3,Cash,1,M,call,6,2,4,6,9,1
1239,1240,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,7,F,m-comm,6,10,10,5,9,1
1240,1241,6,Detractor,N,4,10,Married,Tier2,Card,1,M,call,10,1,5,6,1,2
1241,1242,8,Passives,N,4,5,Not Married,Tier3,e-Wallet,7,F,call,5,5,6,3,8,1
1242,1243,6,Detractor,N,4,6,Married,Tier1,Cash,4,M,call,10,2,5,2,6,2
1243,1244,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,2,4,9,3,8,1
1244,1245,7,Passives,N,4,7,Married,Tier3,Card,6,M,call,6,2,10,7,4,2
1245,1246,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,10,7,8,8,7,1
1246,1247,8,Passives,Y,4,9,Married,Tier2,Cash,6,M,m-comm,8,3,5,5,1,2
1247,1248,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,7,2,3,8,10,1
1248,1249,1,Detractor,N,4,6,Married,Tier1,Card,4,M,call,8,3,10,5,5,2
1249,1250,5,Detractor,N,4,5,Not Married,Tier2,e-Wallet,4,F,call,5,3,7,5,1,2
1250,1251,7,Passives,N,4,1,Married,Tier3,Cash,6,M,call,7,7,2,2,6,1
1251,1252,8,Passives,N,4,4,Not Married,Tier1,Ziggy Credit,6,F,e-comm,9,7,2,7,1,0
1252,1253,0,Detractor,N,4,6,Married,Tier2,Card,1,M,call,3,9,4,6,2,0
1253,1254,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,1,F,call,8,5,1,7,10,1
1254,1255,6,Detractor,N,4,8,Married,Tier1,Cash,3,M,call,10,8,5,8,2,0
1255,1256,5,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,1,F,call,10,4,1,4,1,2
1256,1257,10,Promoter,Y,4,7,Married,Tier1,Card,8,M,m-comm,10,8,8,1,8,1
1257,1258,10,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,9,7,4,4,9,1
1258,1259,6,Detractor,N,4,6,Married,Tier2,Cash,4,M,call,5,5,5,2,3,0
1259,1260,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,2,F,call,8,10,2,9,2,0
1260,1261,5,Detractor,N,4,5,Married,Tier1,Card,5,M,call,4,3,2,3,5,2
1261,1262,8,Passives,N,4,4,Not Married,Tier2,e-Wallet,6,F,m-comm,9,8,4,3,9,1
1262,1263,7,Passives,N,4,2,Married,Tier3,Cash,6,M,call,5,9,7,2,10,1
1263,1264,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,7,F,m-comm,8,1,2,4,10,1
1264,1265,9,Promoter,Y,4,3,Married,Tier1,Card,9,M,m-comm,10,1,3,1,7,1
1265,1266,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,3,F,call,7,10,7,8,2,0
1266,1267,5,Detractor,N,4,9,Married,Tier1,Cash,3,M,call,9,7,2,8,4,0
1267,1268,1,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,4,F,call,3,1,3,7,2,2
1268,1269,7,Passives,Y,4,4,Married,Tier3,Card,5,M,call,4,1,8,8,10,1
1269,1270,7,Passives,N,4,8,Not Married,Tier1,e-Wallet,2,F,e-comm,3,3,4,8,4,2
1270,1271,1,Detractor,N,4,1,Married,Tier2,Cash,2,M,call,3,4,7,3,1,2
1271,1272,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,4,F,call,7,9,2,7,6,0
1272,1273,5,Detractor,N,4,4,Married,Tier1,Card,4,M,call,4,4,7,8,1,2
1273,1274,6,Detractor,N,4,4,Not Married,Tier2,e-Wallet,6,F,call,8,1,3,6,1,2
1274,1275,7,Passives,N,4,3,Married,Tier3,Cash,7,M,call,6,10,8,8,1,0
1275,1276,1,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,3,F,call,8,1,4,2,5,2
1276,1277,2,Detractor,N,4,7,Married,Tier2,Card,2,M,call,8,3,5,3,5,2
1277,1278,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,7,F,call,7,6,3,5,3,0
1278,1279,3,Detractor,N,4,8,Married,Tier1,Cash,2,M,call,1,4,2,1,1,2
1279,1280,3,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,1,F,call,4,3,5,8,2,2
1280,1281,9,Promoter,Y,4,2,Married,Tier1,Card,9,M,m-comm,10,4,7,4,8,1
1281,1282,2,Detractor,N,4,1,Not Married,Tier1,e-Wallet,3,F,call,9,8,8,3,4,0
1282,1283,6,Detractor,N,4,3,Married,Tier2,Cash,3,M,call,9,8,5,4,6,0
1283,1284,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,5,F,call,4,10,2,1,8,1
1284,1285,3,Detractor,N,4,10,Married,Tier1,Card,4,M,call,8,5,9,5,6,2
1285,1286,9,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,1,10,3,8,9,1
1286,1287,7,Passives,Y,4,5,Married,Tier3,Cash,2,M,call,5,9,2,3,5,0
1287,1288,3,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,3,F,call,5,10,9,3,4,0
1288,1289,7,Passives,Y,4,7,Married,Tier2,Card,3,M,m-comm,5,3,4,8,3,2
1289,1290,10,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,6,4,8,7,8,1
1290,1291,7,Passives,Y,4,7,Married,Tier1,Cash,6,M,e-comm,9,1,2,5,10,1
1291,1292,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,7,2,10,2,10,1
1292,1293,7,Passives,N,4,1,Married,Tier3,Card,7,M,call,4,6,2,8,4,0
1293,1294,2,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,1,8,10,1,1,0
1294,1295,4,Detractor,N,4,4,Married,Tier2,Cash,2,M,call,9,1,2,6,4,2
1295,1296,8,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,4,2,6,7,10,1
1296,1297,8,Passives,Y,4,1,Married,Tier1,Card,3,M,e-comm,7,8,3,3,9,1
1297,1298,3,Detractor,N,4,9,Not Married,Tier2,e-Wallet,3,F,call,1,6,8,9,6,0
1298,1299,10,Promoter,Y,4,10,Married,Tier1,Cash,7,M,m-comm,6,6,7,9,10,1
1299,1300,8,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,6,F,e-comm,2,9,3,9,4,0
1300,1301,4,Detractor,N,4,9,Married,Tier2,Card,5,M,call,3,5,4,8,6,2
1301,1302,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,1,F,call,4,7,2,6,8,1
1302,1303,1,Detractor,N,4,9,Married,Tier1,Cash,7,M,call,4,1,7,7,3,2
1303,1304,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,5,F,m-comm,5,10,7,6,10,1
1304,1305,7,Passives,N,4,10,Married,Tier3,Card,1,M,call,6,4,8,8,7,2
1305,1306,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,3,F,call,2,6,8,7,2,0
1306,1307,1,Detractor,N,4,5,Married,Tier2,Cash,3,M,call,5,3,6,5,5,2
1307,1308,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,7,9,10,3,10,1
1308,1309,4,Detractor,N,4,3,Married,Tier1,Card,5,M,call,3,5,6,9,3,2
1309,1310,4,Detractor,N,4,7,Not Married,Tier2,e-Wallet,7,F,call,5,8,9,5,1,0
1310,1311,7,Passives,N,4,5,Married,Tier3,Cash,3,M,call,4,2,7,1,3,2
1311,1312,8,Passives,N,4,1,Not Married,Tier1,Ziggy Credit,7,F,e-comm,8,10,4,6,4,0
1312,1313,10,Promoter,Y,4,1,Married,Tier1,Card,10,M,m-comm,7,2,6,2,9,1
1313,1314,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,4,F,call,4,2,10,8,5,2
1314,1315,7,Passives,Y,4,1,Married,Tier1,Cash,1,M,e-comm,4,4,6,9,1,2
1315,1316,0,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,7,F,call,8,10,3,1,3,0
1316,1317,7,Passives,N,4,4,Married,Tier3,Card,2,M,call,8,7,6,10,5,0
1317,1318,2,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,8,4,9,2,1,2
1318,1319,4,Detractor,N,4,7,Married,Tier2,Cash,5,M,call,6,4,10,10,3,2
1319,1320,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,2,F,call,5,3,5,1,8,1
1320,1321,1,Detractor,N,4,1,Married,Tier1,Card,3,M,call,9,4,10,4,2,2
1321,1322,7,Passives,N,4,6,Not Married,Tier2,e-Wallet,1,F,m-comm,1,10,2,8,2,0
1322,1323,7,Passives,N,4,6,Married,Tier3,Cash,6,M,call,8,3,9,5,9,1
1323,1324,5,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,2,F,call,10,9,1,6,3,0
1324,1325,9,Promoter,Y,4,7,Married,Tier1,Card,9,M,m-comm,6,10,9,9,10,1
1325,1326,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,7,1,6,7,8,2
1326,1327,5,Detractor,N,4,5,Married,Tier1,Cash,6,M,call,4,6,8,8,1,0
1327,1328,8,Passives,N,4,4,Not Married,Tier2,Ziggy Credit,1,F,m-comm,5,8,4,7,1,0
1328,1329,7,Passives,N,4,5,Married,Tier3,Card,2,M,call,7,2,10,8,4,2
1329,1330,0,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,1,8,9,3,4,0
1330,1331,9,Promoter,Y,4,4,Married,Tier1,Cash,10,M,m-comm,6,9,6,3,9,1
1331,1332,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,7,F,call,6,9,3,8,9,1
1332,1333,7,Passives,Y,4,2,Married,Tier1,Card,2,M,e-comm,9,9,8,3,2,0
1333,1334,6,Detractor,N,4,7,Not Married,Tier2,e-Wallet,4,F,call,7,2,1,5,4,2
1334,1335,7,Passives,N,4,4,Married,Tier3,Cash,2,M,call,6,3,5,6,3,2
1335,1336,2,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,1,F,call,1,8,2,8,6,0
1336,1337,6,Detractor,N,4,10,Married,Tier2,Card,4,M,call,8,5,3,7,6,2
1337,1338,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,3,F,call,6,6,5,2,8,1
1338,1339,2,Detractor,N,4,9,Married,Tier1,Cash,7,M,call,3,1,3,7,5,2
1339,1340,5,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,6,F,call,10,1,4,7,5,2
1340,1341,10,Promoter,Y,4,10,Married,Tier1,Card,9,M,m-comm,2,7,1,1,7,1
1341,1342,9,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,8,9,7,6,9,1
1342,1343,8,Passives,Y,4,10,Married,Tier2,Cash,6,M,m-comm,3,9,3,6,4,0
1343,1344,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,7,2,7,2,9,1
1344,1345,8,Passives,Y,4,6,Married,Tier1,Card,6,M,e-comm,2,1,4,7,6,2
1345,1346,10,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,10,6,5,1,10,1
1346,1347,7,Passives,N,4,6,Married,Tier3,Cash,2,M,call,4,10,5,6,3,0
